"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072210","metanephric nephron development","7/446","41/18805",0.170731707317073,7.19867658317839,6.19293088938139,4.50665974680053e-05,0.0143623779469189,0.0125420158297599,"30812/5155/6943/1958/7484/26585/342184",7
"GO:0009725","response to hormone","43/446","961/18805",0.0447450572320499,1.88661614629753,4.39763582867271,5.02009583122959e-05,0.014855897877703,0.0129729844901775,"952/9971/6098/3784/8626/5743/88/7078/7249/23205/760/8614/2043/7292/6446/6943/1958/27019/4327/3164/2354/7425/9518/83844/7057/4864/1969/4929/10568/6781/10370/6340/3481/54541/256297/59350/5734/266743/10458/1364/138307/81606/2688",43
"GO:0001568","blood vessel development","38/446","821/18805",0.0462850182704019,1.95154656631145,4.3453675589526,6.92706898609008e-05,0.0176258895738204,0.0153918931019273,"1747/221395/23210/5743/338/5155/688/5054/6943/5228/63923/1958/7852/4327/3164/718/3397/7137/2752/9314/7057/1969/388/10769/10563/3549/80149/10370/26585/3627/3576/1649/2828/30832/64218/28514/9289/5175",38
"GO:0042744","hydrogen peroxide catabolic process","6/446","31/18805",0.193548387096774,8.16071170258932,6.21908752284166,7.65788106031298e-05,0.0176258895738204,0.0153918931019273,"7173/8288/4025/3040/3048/3039",6
"GO:0015747","urate transport","4/446","11/18805",0.363636363636364,15.3322462291072,7.41086721443866,9.02512334968605e-05,0.018733000492767,0.0163586830528705,"10246/10786/6568/10050",4
"GO:0048729","tissue morphogenesis","31/446","623/18805",0.0497592295345104,2.09803208833289,4.34416455939864,9.04320564458943e-05,0.018733000492767,0.0163586830528705,"51384/30812/1747/8626/7249/760/2043/6943/7852/6615/3872/7137/3691/5100/9314/1969/388/7484/6781/4487/3549/10370/26585/3627/5314/3868/4624/28514/3853/342184/642658",31
"GO:0008284","positive regulation of cell population proliferation","43/446","992/18805",0.0433467741935484,1.82765939172573,4.17452426045457,0.000102902553447113,0.0203012037586376,0.0177281241201868,"952/30812/8626/5743/25805/3589/3594/5155/8840/1440/3398/2043/65121/390999/7292/25949/5228/1958/65122/3164/3598/8744/970/1961/7057/3549/3600/26585/3481/3627/5314/343071/57162/28514/5365/4860/645425/653619/9289/3853/81606/3115/642658",43
"GO:0042129","regulation of T cell proliferation","14/446","184/18805",0.0760869565217391,3.20810586859037,4.69132308388761,0.00013112263923872,0.0236191780159138,0.0206255611470701,"3604/3594/7292/8995/8744/970/2302/2615/3549/3600/3481/57162/4860/3115",14
"GO:0015669","gas transport","5/446","22/18805",0.227272727272727,9.58265389319201,6.27795936350626,0.000138409272335442,0.0238929006369056,0.0208645907463559,"760/57127/3040/3048/3039",5
"GO:0061436","establishment of skin barrier","6/446","35/18805",0.171428571428571,7.22805893657912,5.7480778208569,0.000155811851323789,0.0248280192320946,0.0216811875708447,"8626/9314/64332/59344/3868/1364",6
"GO:0050900","leukocyte migration","22/446","395/18805",0.0556962025316456,2.34835670091389,4.2212832166334,0.000204128140816269,0.0291621685310967,0.0254660043551912,"6401/5155/1113/6367/5054/5228/8995/8288/7852/2302/9518/7057/255626/10563/26585/3627/6373/3576/5734/3603/3932/5175",22
"GO:0008217","regulation of blood pressure","14/446","194/18805",0.0721649484536082,3.04273958670427,4.45755854002448,0.000228103949382039,0.0299315703047744,0.026137888165837,"10911/3784/5743/5155/1113/40/3398/6446/7137/8870/6340/155/4624/28514",14
"GO:0007422","peripheral nervous system development","9/446","88/18805",0.102272727272727,4.3121942519364,4.85408139812339,0.000238701307004142,0.0299315703047744,0.026137888165837,"30812/4744/57716/40/50674/3691/10370/4808/5453",9
"GO:0009792","embryo development ending in birth or egg hatching","32/446","689/18805",0.04644412191582,1.95825496104708,3.99417943243224,0.000244694649570505,0.0299315703047744,0.026137888165837,"30812/1747/221395/338/5155/7249/1746/25949/6615/3231/1028/10742/5100/9314/1969/84072/166863/10568/7484/64711/4487/1999/3549/10370/3481/7779/84667/7262/9573/4624/28514/642658",32
"GO:0022603","regulation of anatomical structure morphogenesis","39/446","906/18805",0.043046357615894,1.814992724141,3.91896591373343,0.000250192196184807,0.0299315703047744,0.026137888165837,"30812/25805/5054/2043/63923/7852/50674/718/2302/2752/9314/5168/9856/7057/1969/1382/388/151835/10769/221472/10563/4487/80149/10370/26585/3627/3576/7779/5314/10458/2828/30832/10507/1364/64218/23237/28514/5365/642658",39
"GO:0002287","alpha-beta T cell activation involved in immune response","9/446","89/18805",0.101123595505618,4.26374263112813,4.81030295220473,0.000260086056232652,0.0299315703047744,0.026137888165837,"3594/7292/8995/3662/6097/64332/80149/5734/64218",9
"GO:0009617","response to bacterium","34/446","758/18805",0.0448548812664908,1.89124673142681,3.90389459724092,0.000298910888571024,0.0320469417245498,0.0279851464632234,"6401/9971/5743/1113/5054/1440/7292/8288/3164/718/7425/6035/140683/6332/84166/1969/11221/64332/115362/10563/2634/80149/4025/2125/3627/3576/7779/5734/131/57162/3853/125931/8344/8346",34
"GO:0006814","sodium ion transport","16/446","252/18805",0.0634920634920635,2.67705886539967,4.17743349448562,0.000359667964606744,0.0332153109862647,0.0290054305575141,"3784/1258/29850/40/10246/6446/10786/6568/482/1262/6332/486/10050/10568/284525/6340",16
"GO:0040008","regulation of growth","29/446","616/18805",0.0470779220779221,1.98497830644692,3.87418762739828,0.00038177372248136,0.0332153109862647,0.0290054305575141,"952/6098/27113/8614/5997/6446/7852/3872/1032/9518/9856/29948/1382/11221/151835/3486/3621/4487/3549/10370/26585/3481/247/10507/155/1735/4624/28514/2688",29
"GO:0045109","intermediate filament organization","8/446","75/18805",0.106666666666667,4.49745889387145,4.73023156226204,0.000395085202177256,0.0334048569922525,0.0291709525216591,"5317/4744/3872/144501/3852/3868/374454/3853",8
"GO:0030336","negative regulation of cell migration","21/446","388/18805",0.0541237113402062,2.2820546900282,3.9772327802531,0.000414018904368644,0.0342169907294812,0.0298801522256252,"5054/2043/63923/482/9518/9314/7057/11221/388/3486/3621/10563/6781/10370/26585/5734/247/3868/9901/5365/9289",21
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","10/446","116/18805",0.0862068965517241,3.63479975259007,4.43661370345199,0.000442406491456423,0.0342169907294812,0.0298801522256252,"3589/1440/2043/8995/5168/79705/3600/26585/10507/5175",10
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","13/446","184/18805",0.0706521739130435,2.97895544940534,4.20447203815785,0.000463543772738683,0.0342169907294812,0.0298801522256252,"5733/221395/1113/266977/83550/3627/6373/59350/5734/2015/2828/155/9289",13
"GO:0045103","intermediate filament-based process","9/446","97/18805",0.0927835051546392,3.91209375433406,4.48172886501575,0.000495185605236422,0.0347721010592287,0.0303649049990648,"5317/4744/3872/144501/2125/3852/3868/374454/3853",9
"GO:0050863","regulation of T cell activation","21/446","395/18805",0.0531645569620253,2.24161321450871,3.88710273802436,0.000522990225597939,0.0361124750775377,0.0315353930768441,"3604/3594/914/7292/8995/8744/970/2302/3662/2615/11221/64332/3549/80149/3600/115004/3481/3932/57162/4860/3115",21
"GO:1904862","inhibitory synapse assembly","5/446","29/18805",0.172413793103448,7.26959950518015,5.26629641483344,0.000544438552622326,0.0369771954674475,0.0322905143289549,"2564/375323/266743/10507/64218",5
"GO:0033993","response to lipid","39/446","949/18805",0.0410958904109589,1.73275385465938,3.61049850088652,0.000618850944460395,0.0394183156885969,0.0344222343386327,"952/6401/9971/8626/5743/23205/5054/1440/8614/7292/6446/6943/3164/2354/1032/83844/9314/7057/4864/6097/11221/64332/115362/10563/7484/6781/2634/3549/80149/6340/54541/3627/3576/5734/266743/1364/57162/81606/2688",39
"GO:0061448","connective tissue development","17/446","291/18805",0.0584192439862543,2.46317014161774,3.92066047562513,0.000619091305269989,0.0394183156885969,0.0344222343386327,"30812/9971/5155/8840/1746/1958/6615/4322/6097/114789/6781/4487/3549/26585/59350/2828/642658",17
"GO:0034330","cell junction organization","36/446","853/18805",0.0422039859320047,1.779475236438,3.63152014711928,0.00062103392310147,0.0394183156885969,0.0344222343386327,"9971/124925/6624/88/5317/1307/4744/2564/40/2043/27253/6615/718/3691/5100/7057/1969/388/266977/375323/26585/7779/5314/4884/266743/10458/10507/1364/64218/653269/23237/5365/339398/9080/342184/5175",36
"GO:0035725","sodium ion transmembrane transport","13/446","190/18805",0.068421052631579,2.8848831720557,4.07003137418098,0.000627952892939269,0.0394183156885969,0.0344222343386327,"1258/29850/40/10246/10786/6568/482/6332/486/10050/10568/284525/6340",13
"GO:0072012","glomerulus vasculature development","5/446","30/18805",0.166666666666667,7.02727952167414,5.1494402942222,0.000640724455749737,0.0396197226891218,0.0345981139734775,"5155/6943/1958/2828/5175",5
"GO:0046637","regulation of alpha-beta T cell differentiation","8/446","81/18805",0.0987654320987654,4.16431379062171,4.44826627996888,0.0006658087766362,0.0398574599748009,0.0348057192050995,"3594/7292/8995/3662/64332/3549/80149/4860",8
"GO:0098754","detoxification","12/446","168/18805",0.0714285714285714,3.01169122357463,4.08221617488151,0.000688702442521243,0.0398574599748009,0.0348057192050995,"5743/7173/8288/10786/2944/4025/7779/146802/3040/3048/127/3039",12
"GO:0042098","T cell proliferation","14/446","217/18805",0.0645161290322581,2.72023723419644,3.97255499671834,0.000705605295123069,0.0399844036986792,0.0349165734243836,"3604/3594/7292/8995/8744/970/2302/2615/3549/3600/3481/57162/4860/3115",14
"GO:0034329","cell junction assembly","25/446","521/18805",0.0479846449136276,2.02320907533804,3.69160885025554,0.000726040157060832,0.0399844036986792,0.0349165734243836,"9971/6624/88/5317/1307/2564/40/27253/6615/3691/7057/1969/266977/375323/26585/4884/266743/10507/1364/64218/5365/339398/9080/342184/5175",25
"GO:0032103","positive regulation of response to external stimulus","30/446","676/18805",0.0443786982248521,1.87116910340436,3.59548041678152,0.000797685199577048,0.0427658540247222,0.0373454883399952,"9971/5733/5743/5155/8840/148066/5054/7292/5228/8995/7852/718/3662/7057/84166/64332/84630/115362/10563/2634/3600/115004/3627/3576/5734/3603/2828/10614/57162/388125",30
"GO:0045321","leukocyte activation","40/446","1000/18805",0.04,1.68654708520179,3.47750191914629,0.000886718243094011,0.0427658540247222,0.0373454883399952,"952/3604/221395/23210/3589/3594/1113/3398/914/7292/8995/1958/3598/8744/970/718/2302/3662/2615/7057/6097/11221/64332/84630/3549/80149/3600/115004/3481/3576/5734/3603/3932/64218/57162/28514/4860/9935/3115/401258",40
"GO:0015698","inorganic anion transport","12/446","173/18805",0.069364161849711,2.92464812462739,3.9638087712667,0.000891488244791405,0.0427658540247222,0.0373454883399952,"7038/3784/2568/2564/760/10246/10786/6568/10050/2569/10568/1364",12
"GO:0032944","regulation of mononuclear cell proliferation","15/446","248/18805",0.0604838709677419,2.55022240705916,3.83031072186155,0.000896373900365053,0.0427658540247222,0.0373454883399952,"952/3604/3594/7292/8995/8744/970/2302/2615/3549/3600/3481/57162/4860/3115",15
"GO:0045597","positive regulation of cell differentiation","37/446","903/18805",0.0409745293466224,1.72763682592653,3.4928168153775,0.000898051967209952,0.0427658540247222,0.0373454883399952,"30812/8626/5743/5317/338/25805/3594/688/8840/5054/1440/3398/1746/2043/7292/7852/50674/58158/6615/8744/2302/1382/11221/64332/84630/3486/7071/3549/80149/3600/7779/10458/247/9573/10507/5365/4860",37
"GO:0009612","response to mechanical stimulus","14/446","223/18805",0.062780269058296,2.64704699471134,3.8563836623346,0.000920323263410499,0.042851123641841,0.0374199504445057,"3784/5743/793/40/7852/2354/9856/7057/3549/10370/3627/5734/3852/642658",14
"GO:0018108","peptidyl-tyrosine phosphorylation","13/446","198/18805",0.0656565656565657,2.76832223581103,3.8987363210558,0.000921494130678284,0.042851123641841,0.0374199504445057,"3589/5155/1440/2043/8995/5168/84630/79705/3600/26585/3932/10507/5175",13
"GO:0055123","digestive system development","11/446","151/18805",0.0728476821192053,3.07152614854631,3.98346446030463,0.000968927906763625,0.0433517838118653,0.0378571543532861,"3784/8626/688/3398/6943/6425/1028/3549/3481/256297/3576",11
"GO:0045622","regulation of T-helper cell differentiation","6/446","49/18805",0.122448979591837,5.16289924041365,4.54770062062741,0.00101499469701929,0.0433517838118653,0.0378571543532861,"3594/7292/8995/3662/64332/80149",6
"GO:0040013","negative regulation of locomotion","21/446","421/18805",0.0498812351543943,2.10317629389772,3.56807523102795,0.00117497358101727,0.0486791554615457,0.0425093073469092,"5054/2043/63923/482/9518/9314/7057/11221/388/3486/3621/10563/6781/10370/26585/5734/247/3868/9901/5365/9289",21
"GO:0008015","blood circulation","25/446","540/18805",0.0462962962962963,1.95202208935393,3.49866295502305,0.00120072355454469,0.0492534424403828,0.0430108062216791,"952/10911/3784/5743/3781/5155/1113/40/3398/5997/6446/7852/482/7137/6332/8870/6781/80149/6340/3627/2828/155/4624/28514/388125",25
