File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF513HEV	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1, 2	1_1, 2_1							/files/ENCFF257ZFX/	2763681	ENCODE Processing Pipeline	29ba40a7ed344de8955f3105e993559a		https://www.encodeproject.org/files/ENCFF513HEV/@@download/ENCFF513HEV.bigBed				released	s3://encode-public/2020/10/28/5d55e5aa-97e5-41d8-ad97-5892a4e6e2ea/ENCFF513HEV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/5d55e5aa-97e5-41d8-ad97-5892a4e6e2ea/ENCFF513HEV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF480MMN	bam	bam		alignments	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1	1_1		32					/files/ENCFF110MCL/, /files/ENCFF002ABD/	454378032	ENCODE Processing Pipeline	c197baad1eb7bc7369d9c1b2e2e649e6		https://www.encodeproject.org/files/ENCFF480MMN/@@download/ENCFF480MMN.bam				released	s3://encode-public/2020/10/28/fad023af-5f81-42c4-b56e-2ec65002acbf/ENCFF480MMN.bam	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/fad023af-5f81-42c4-b56e-2ec65002acbf/ENCFF480MMN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF512BKA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1	1_1							/files/ENCFF493CYY/, /files/ENCFF480MMN/	318800997	ENCODE Processing Pipeline	64e59a1877e563dabb8715508c27c2a7		https://www.encodeproject.org/files/ENCFF512BKA/@@download/ENCFF512BKA.bigWig				released	s3://encode-public/2020/10/28/e62d4b9f-af33-41f4-a34c-bfdc7268cf63/ENCFF512BKA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/e62d4b9f-af33-41f4-a34c-bfdc7268cf63/ENCFF512BKA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF187GEW	bam	bam		alignments	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1		32					/files/ENCFF110MCL/, /files/ENCFF002ABE/	903073012	ENCODE Processing Pipeline	a73c91addfd7c34294ef4fe7afc7ca0a		https://www.encodeproject.org/files/ENCFF187GEW/@@download/ENCFF187GEW.bam				released	s3://encode-public/2020/10/28/1ca88ad5-3135-402a-b067-22b692ddbab0/ENCFF187GEW.bam	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/1ca88ad5-3135-402a-b067-22b692ddbab0/ENCFF187GEW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF797LGU	bigWig	bigWig		fold change over control	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF493CYY/, /files/ENCFF187GEW/	459309016	ENCODE Processing Pipeline	df89c959378f60e2619bef8d32c2cbc5		https://www.encodeproject.org/files/ENCFF797LGU/@@download/ENCFF797LGU.bigWig				released	s3://encode-public/2020/10/28/f01567ec-03c9-43f6-9422-47d8386dfefc/ENCFF797LGU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/f01567ec-03c9-43f6-9422-47d8386dfefc/ENCFF797LGU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF593PLS	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF587GGQ/	1581560	ENCODE Processing Pipeline	d5e060586f754fb6e25e487766f213ae		https://www.encodeproject.org/files/ENCFF593PLS/@@download/ENCFF593PLS.bigBed				released	s3://encode-public/2020/10/28/9bd498f4-66bb-42db-9d45-1f5207f9a1e6/ENCFF593PLS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/9bd498f4-66bb-42db-9d45-1f5207f9a1e6/ENCFF593PLS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF264PIM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1, 2	1_1, 2_1							/files/ENCFF493CYY/, /files/ENCFF187GEW/, /files/ENCFF480MMN/	614152399	ENCODE Processing Pipeline	16ac403ec7e3ba79f8461042467b88a3		https://www.encodeproject.org/files/ENCFF264PIM/@@download/ENCFF264PIM.bigWig				released	s3://encode-public/2020/10/28/76931a3a-0336-4898-b1a1-0d92b79a3d8d/ENCFF264PIM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/76931a3a-0336-4898-b1a1-0d92b79a3d8d/ENCFF264PIM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF733JOV	bigWig	bigWig		fold change over control	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1	1_1							/files/ENCFF493CYY/, /files/ENCFF480MMN/	280353636	ENCODE Processing Pipeline	3ef74734859de6e061efa3f79b9ee410		https://www.encodeproject.org/files/ENCFF733JOV/@@download/ENCFF733JOV.bigWig				released	s3://encode-public/2020/10/28/1cbacff2-5520-4b3c-b50b-037a93fffdda/ENCFF733JOV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/1cbacff2-5520-4b3c-b50b-037a93fffdda/ENCFF733JOV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF458PUF	bigWig	bigWig		fold change over control	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1, 2	1_1, 2_1							/files/ENCFF493CYY/, /files/ENCFF187GEW/, /files/ENCFF480MMN/	612410489	ENCODE Processing Pipeline	ef749d1f826d5ac8efc55f05e40af491		https://www.encodeproject.org/files/ENCFF458PUF/@@download/ENCFF458PUF.bigWig				released	s3://encode-public/2020/10/28/ec566159-bbfe-417c-ba06-8aa804bf3d74/ENCFF458PUF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/28/ec566159-bbfe-417c-ba06-8aa804bf3d74/ENCFF458PUF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF227JMC	bam	bam		unfiltered alignments	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1		32					/files/ENCFF643CGH/, /files/ENCFF002ABE/	1208642862	ENCODE Processing Pipeline	5ba41e964b3146c3e935a96c8d54e5a5		https://www.encodeproject.org/files/ENCFF227JMC/@@download/ENCFF227JMC.bam				released	s3://encode-public/2020/02/18/927b268f-d84e-4375-98af-17e5944dba20/ENCFF227JMC.bam	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/927b268f-d84e-4375-98af-17e5944dba20/ENCFF227JMC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF075FAU	bam	bam		alignments	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1		32					/files/ENCFF643CGH/, /files/ENCFF002ABE/	832226692	ENCODE Processing Pipeline	8f6de1842107acf3c437e2d18d8ddbef		https://www.encodeproject.org/files/ENCFF075FAU/@@download/ENCFF075FAU.bam				released	s3://encode-public/2020/02/18/347d4b24-456b-4f15-9b53-7041de21caec/ENCFF075FAU.bam	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/347d4b24-456b-4f15-9b53-7041de21caec/ENCFF075FAU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF750EQY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF144WYV/, /files/ENCFF075FAU/	1649497	ENCODE Processing Pipeline	7350975e8a39508ccd9169e6f9b9c83f		https://www.encodeproject.org/files/ENCFF750EQY/@@download/ENCFF750EQY.bed.gz				released	s3://encode-public/2020/02/18/21482a43-d54d-4349-bb57-54c65bcbcb55/ENCFF750EQY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/21482a43-d54d-4349-bb57-54c65bcbcb55/ENCFF750EQY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF572LEM	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF750EQY/	3357376	ENCODE Processing Pipeline	cafaa767f4ff3d1f2689795ee259b974		https://www.encodeproject.org/files/ENCFF572LEM/@@download/ENCFF572LEM.bigBed				released	s3://encode-public/2020/02/18/5711722c-152f-49fa-9806-f8ae7d3a66c2/ENCFF572LEM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/5711722c-152f-49fa-9806-f8ae7d3a66c2/ENCFF572LEM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF280DNH	bigWig	bigWig		signal p-value	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF144WYV/, /files/ENCFF075FAU/	444556413	ENCODE Processing Pipeline	0f0bad9a1194b1f9f932ab90989a58a2		https://www.encodeproject.org/files/ENCFF280DNH/@@download/ENCFF280DNH.bigWig				released	s3://encode-public/2020/02/18/0cb17c04-e410-4cad-900d-efc927f8209a/ENCFF280DNH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/0cb17c04-e410-4cad-900d-efc927f8209a/ENCFF280DNH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF362JZS	bigWig	bigWig		fold change over control	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF144WYV/, /files/ENCFF075FAU/	431201527	ENCODE Processing Pipeline	36856443a9039d01c21a2561fa5dfa1a		https://www.encodeproject.org/files/ENCFF362JZS/@@download/ENCFF362JZS.bigWig				released	s3://encode-public/2020/02/18/73ec052a-0987-4949-bc46-4013db79da92/ENCFF362JZS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/73ec052a-0987-4949-bc46-4013db79da92/ENCFF362JZS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF194JHZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000FCK	Histone ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										H3K36me3-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	2	2_1							/files/ENCFF750EQY/	910877	ENCODE Processing Pipeline	cf281cb57069cf679f7fdd9846f06e81		https://www.encodeproject.org/files/ENCFF194JHZ/@@download/ENCFF194JHZ.bed.gz				released	s3://encode-public/2020/02/18/fe22978b-b117-48ec-a8f1-6fbaed335704/ENCFF194JHZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/02/18/fe22978b-b117-48ec-a8f1-6fbaed335704/ENCFF194JHZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
